2021-11-08 14:17:11,167 INFO  Logger.cs: 70 - 
2021-11-08 14:57:22,444 INFO  ExportHelperExtension.cs: 1136 - Found 280 in leg_upper-2
2021-11-08 14:57:22,444 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in leg_upper-2
2021-11-08 14:57:22,444 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ASTRo.SLDASM
2021-11-08 14:57:22,444 INFO  ExportHelperExtension.cs: 1136 - Found 98 in ASTRo.SLDASM
2021-11-08 14:57:22,444 INFO  ExportHelperExtension.cs: 1145 - Found 12 features of type [RefAxis] in ASTRo.SLDASM
2021-11-08 14:57:22,459 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-11-08 14:57:22,459 INFO  ExportHelperExtension.cs: 1160 - 13 components to check
2021-11-08 14:57:22,459 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from shoulder_right-1
2021-11-08 14:57:22,475 INFO  ExportHelperExtension.cs: 1136 - Found 148 in shoulder_right-1
2021-11-08 14:57:22,475 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in shoulder_right-1
2021-11-08 14:57:22,475 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from shoulder_left-2
2021-11-08 14:57:22,475 INFO  ExportHelperExtension.cs: 1136 - Found 145 in shoulder_left-2
2021-11-08 14:57:22,475 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in shoulder_left-2
2021-11-08 14:57:22,475 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base_assembly-1
2021-11-08 14:57:22,475 INFO  ExportHelperExtension.cs: 1136 - Found 27 in base_assembly-1
2021-11-08 14:57:22,475 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base_assembly-1
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg_lower-1
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1136 - Found 154 in leg_lower-1
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg_lower-1
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from shoulder_left-1
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1136 - Found 145 in shoulder_left-1
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in shoulder_left-1
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from shoulder_right-2
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1136 - Found 148 in shoulder_right-2
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in shoulder_right-2
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg_upper-1
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1136 - Found 280 in leg_upper-1
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg_upper-1
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg_upper-4
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1136 - Found 280 in leg_upper-4
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg_upper-4
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg_lower-2
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1136 - Found 154 in leg_lower-2
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg_lower-2
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg_lower-4
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1136 - Found 154 in leg_lower-4
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg_lower-4
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg_upper-3
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1136 - Found 280 in leg_upper-3
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg_upper-3
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg_lower-3
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1136 - Found 154 in leg_lower-3
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg_lower-3
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from leg_upper-2
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1136 - Found 280 in leg_upper-2
2021-11-08 14:57:22,491 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in leg_upper-2
2021-11-08 14:57:22,568 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-08 15:09:19,203 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2021-11-08 15:09:19,221 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
